1.000000000000E+3	0.000000000000E+0
1.000078201369E+3	4.000000000000E+0
1.000156402737E+3	8.000000000000E+0
1.000234604106E+3	3.000000000000E+0
1.000312805474E+3	6.000000000000E+0
1.000391006843E+3	0.000000000000E+0
1.000469208211E+3	3.000000000000E+0
1.000547409580E+3	3.000000000000E+0
1.000625610948E+3	0.000000000000E+0
1.000703812317E+3	7.000000000000E+0
1.000782013685E+3	8.000000000000E+0
1.000860215054E+3	8.000000000000E+0
1.000938416422E+3	8.000000000000E+0
1.001016617791E+3	4.000000000000E+0
1.001094819159E+3	3.000000000000E+0
1.001173020528E+3	0.000000000000E+0
1.001251221896E+3	2.000000000000E+0
1.001329423265E+3	0.000000000000E+0
1.001407624633E+3	2.000000000000E+0
1.001485826002E+3	9.000000000000E+0
1.001564027370E+3	1.000000000000E+0
1.001642228739E+3	4.000000000000E+0
1.001720430108E+3	6.000000000000E+0
1.001798631476E+3	0.000000000000E+0
1.001876832845E+3	6.000000000000E+0
1.001955034213E+3	4.000000000000E+0
1.002033235582E+3	2.000000000000E+0
1.002111436950E+3	2.000000000000E+0
1.002189638319E+3	6.000000000000E+0
1.002267839687E+3	3.000000000000E+0
1.002346041056E+3	2.000000000000E+0
1.002424242424E+3	0.000000000000E+0
1.002502443793E+3	8.000000000000E+0
1.002580645161E+3	3.000000000000E+0
1.002658846530E+3	3.000000000000E+0
1.002737047898E+3	6.000000000000E+0
1.002815249267E+3	4.000000000000E+0
1.002893450635E+3	6.000000000000E+0
1.002971652004E+3	3.000000000000E+0
1.003049853372E+3	2.000000000000E+0
1.003128054741E+3	0.000000000000E+0
1.003206256109E+3	8.000000000000E+0
1.003284457478E+3	3.000000000000E+0
1.003362658847E+3	4.000000000000E+0
1.003440860215E+3	4.000000000000E+0
1.003519061584E+3	4.000000000000E+0
1.003597262952E+3	3.000000000000E+0
1.003675464321E+3	8.000000000000E+0
1.003753665689E+3	7.000000000000E+0
1.003831867058E+3	9.000000000000E+0
1.003910068426E+3	7.000000000000E+0
1.003988269795E+3	8.000000000000E+0
1.004066471163E+3	9.000000000000E+0
1.004144672532E+3	4.000000000000E+0
1.004222873900E+3	4.000000000000E+0
1.004301075269E+3	1.000000000000E+1
1.004379276637E+3	5.000000000000E+0
1.004457478006E+3	1.000000000000E+1
1.004535679374E+3	6.000000000000E+0
1.004613880743E+3	1.000000000000E+1
1.004692082111E+3	4.000000000000E+0
1.004770283480E+3	6.000000000000E+0
1.004848484848E+3	1.100000000000E+1
1.004926686217E+3	8.000000000000E+0
1.005004887586E+3	7.000000000000E+0
1.005083088954E+3	5.000000000000E+0
1.005161290323E+3	1.000000000000E+1
1.005239491691E+3	3.000000000000E+0
1.005317693060E+3	4.000000000000E+0
1.005395894428E+3	6.000000000000E+0
1.005474095797E+3	1.000000000000E+0
1.005552297165E+3	7.000000000000E+0
1.005630498534E+3	6.000000000000E+0
1.005708699902E+3	2.000000000000E+0
1.005786901271E+3	8.000000000000E+0
1.005865102639E+3	8.000000000000E+0
1.005943304008E+3	5.000000000000E+0
1.006021505376E+3	4.000000000000E+0
1.006099706745E+3	1.200000000000E+1
1.006177908113E+3	1.000000000000E+1
1.006256109482E+3	8.000000000000E+0
1.006334310850E+3	6.000000000000E+0
1.006412512219E+3	6.000000000000E+0
1.006490713587E+3	9.000000000000E+0
1.006568914956E+3	1.000000000000E+1
1.006647116325E+3	1.000000000000E+1
1.006725317693E+3	4.000000000000E+0
1.006803519062E+3	4.000000000000E+0
1.006881720430E+3	2.000000000000E+0
1.006959921799E+3	4.000000000000E+0
1.007038123167E+3	4.000000000000E+0
1.007116324536E+3	6.000000000000E+0
1.007194525904E+3	5.000000000000E+0
1.007272727273E+3	1.000000000000E+1
1.007350928641E+3	4.000000000000E+0
1.007429130010E+3	3.000000000000E+0
1.007507331378E+3	4.000000000000E+0
1.007585532747E+3	5.000000000000E+0
1.007663734115E+3	5.000000000000E+0
1.007741935484E+3	6.000000000000E+0
1.007820136852E+3	4.000000000000E+0
1.007898338221E+3	6.000000000000E+0
1.007976539589E+3	3.000000000000E+0
1.008054740958E+3	8.000000000000E+0
