  wavelength    amplitude
7.49266862E+02 5.74456265E+00
7.49462366E+02 6.00000000E+00
7.49657869E+02 5.65685425E+00
7.49853372E+02 6.16441400E+00
7.50048876E+02 6.00000000E+00
7.50244379E+02 6.16441400E+00
7.50439883E+02 5.91607978E+00
7.50635386E+02 6.16441400E+00
7.50830890E+02 6.08276253E+00
7.51026393E+02 6.24499800E+00
7.51221896E+02 6.32455532E+00
7.51417400E+02 6.32455532E+00
7.51612903E+02 6.16441400E+00
7.51808407E+02 6.85565460E+00
7.52003910E+02 6.40312424E+00
7.52199413E+02 6.63324958E+00
7.52394917E+02 6.40312424E+00
7.52590420E+02 6.92820323E+00
7.52785924E+02 7.21110255E+00
7.52981427E+02 6.78232998E+00
7.53176931E+02 6.78232998E+00
7.53372434E+02 7.34846923E+00
7.53567937E+02 7.14142843E+00
7.53763441E+02 7.34846923E+00
7.53958944E+02 7.48331477E+00
7.54154448E+02 7.48331477E+00
7.54349951E+02 7.74596669E+00
7.54545455E+02 8.00000000E+00
7.54740958E+02 7.68114575E+00
7.54936461E+02 8.24621125E+00
7.55131965E+02 7.93725393E+00
7.55327468E+02 8.18535277E+00
7.55522972E+02 8.42614977E+00
7.55718475E+02 8.30662386E+00
7.55913978E+02 8.54400375E+00
7.56109482E+02 8.36660027E+00
7.56304985E+02 8.54400375E+00
7.56500489E+02 8.54400375E+00
7.56695992E+02 8.66025404E+00
7.56891496E+02 8.60232527E+00
7.57086999E+02 8.71779789E+00
7.57282502E+02 8.88819442E+00
7.57478006E+02 9.21954446E+00
7.57673509E+02 9.27361850E+00
7.57869013E+02 9.05538514E+00
7.58064516E+02 9.11043358E+00
7.58260020E+02 9.27361850E+00
7.58455523E+02 9.53939201E+00
7.58651026E+02 9.48683298E+00
7.58846530E+02 9.59166305E+00
7.59042033E+02 9.69535971E+00
7.59237537E+02 1.00995049E+01
7.59433040E+02 1.00498756E+01
7.59628543E+02 1.00000000E+01
7.59824047E+02 1.00000000E+01
7.60019550E+02 1.00000000E+01
7.60215054E+02 1.02469508E+01
7.60410557E+02 1.02469508E+01
7.60606061E+02 1.02469508E+01
7.60801564E+02 1.06301458E+01
7.60997067E+02 1.06770783E+01
7.61192571E+02 1.08627805E+01
7.61388074E+02 1.10453610E+01
7.61583578E+02 1.10000000E+01
7.61779081E+02 1.14455231E+01
7.61974585E+02 1.14017543E+01
7.62170088E+02 1.15758369E+01
7.62365591E+02 1.17473401E+01
7.62561095E+02 1.20830460E+01
7.62756598E+02 1.20830460E+01
7.62952102E+02 1.22882057E+01
7.63147605E+02 1.23693169E+01
7.63343109E+02 1.25299641E+01
7.63538612E+02 1.26885775E+01
7.63734115E+02 1.28062485E+01
7.63929619E+02 1.31909060E+01
7.64125122E+02 1.34907376E+01
7.64320626E+02 1.34907376E+01
7.64516129E+02 1.37113092E+01
7.64711632E+02 1.38924440E+01
7.64907136E+02 1.40712473E+01
7.65102639E+02 1.40712473E+01
7.65298143E+02 1.45602198E+01
7.65493646E+02 1.45602198E+01
7.65689150E+02 1.50000000E+01
7.65884653E+02 1.50665192E+01
7.66080156E+02 1.52315462E+01
7.66275660E+02 1.54919334E+01
7.66471163E+02 1.57480157E+01
7.66666667E+02 1.59059737E+01
7.66862170E+02 1.61864141E+01
7.67057674E+02 1.63707055E+01
7.67253177E+02 1.65831240E+01
7.67448680E+02 1.68226038E+01
7.67644184E+02 1.71464282E+01
7.67839687E+02 1.75499288E+01
7.68035191E+02 1.77200451E+01
7.68230694E+02 1.79443584E+01
7.68426197E+02 1.83030052E+01
7.68621701E+02 1.84932420E+01
7.68817204E+02 1.87082869E+01
7.69012708E+02 1.88679623E+01
7.69208211E+02 1.92093727E+01
7.69403715E+02 1.93907194E+01
7.69599218E+02 1.94679223E+01
7.69794721E+02 1.97484177E+01
7.69990225E+02 1.98746069E+01
7.70185728E+02 2.00499377E+01
7.70381232E+02 2.03224014E+01
7.70576735E+02 2.04939015E+01
7.70772239E+02 2.05426386E+01
7.70967742E+02 2.07605395E+01
7.71163245E+02 2.09761770E+01
7.71358749E+02 2.11896201E+01
7.71554252E+02 2.14709106E+01
7.71749756E+02 2.17255610E+01
7.71945259E+02 2.18632111E+01
7.72140762E+02 2.20680765E+01
7.72336266E+02 2.22710575E+01
7.72531769E+02 2.24944438E+01
7.72727273E+02 2.28473193E+01
7.72922776E+02 2.30434372E+01
7.73118280E+02 2.33238076E+01
7.73313783E+02 2.35372046E+01
7.73509286E+02 2.38537209E+01
7.73704790E+02 2.41039416E+01
7.73900293E+02 2.43104916E+01
7.74095797E+02 2.45967478E+01
7.74291300E+02 2.49198716E+01
7.74486804E+02 2.52586619E+01
7.74682307E+02 2.55342907E+01
7.74877810E+02 2.58263431E+01
7.75073314E+02 2.60192237E+01
7.75268817E+02 2.64007576E+01
7.75464321E+02 2.67394839E+01
7.75659824E+02 2.70554985E+01
7.75855327E+02 2.74043792E+01
7.76050831E+02 2.76043475E+01
7.76246334E+02 2.80356915E+01
7.76441838E+02 2.83725219E+01
7.76637341E+02 2.86006993E+01
7.76832845E+02 2.90344623E+01
7.77028348E+02 2.92574777E+01
7.77223851E+02 2.96984848E+01
7.77419355E+02 3.00998339E+01
7.77614858E+02 3.04630924E+01
7.77810362E+02 3.08058436E+01
7.78005865E+02 3.10644491E+01
7.78201369E+02 3.14960315E+01
7.78396872E+02 3.18276609E+01
7.78592375E+02 3.21403174E+01
7.78787879E+02 3.25269119E+01
7.78983382E+02 3.30756708E+01
7.79178886E+02 3.31963853E+01
7.79374389E+02 3.36897611E+01
7.79569892E+02 3.40000000E+01
7.79765396E+02 3.44528664E+01
7.79960899E+02 3.48137904E+01
7.80156403E+02 3.52420204E+01
7.80351906E+02 3.54682957E+01
7.80547410E+02 3.59304884E+01
7.80742913E+02 3.64965752E+01
7.80938416E+02 3.68646172E+01
7.81133920E+02 3.70809924E+01
7.81329423E+02 3.76031914E+01
7.81524927E+02 3.80788655E+01
7.81720430E+02 3.83405790E+01
7.81915934E+02 3.88072158E+01
7.82111437E+02 3.92045916E+01
7.82306940E+02 3.96610640E+01
7.82502444E+02 4.01746189E+01
7.82697947E+02 4.06448029E+01
7.82893451E+02 4.09267639E+01
7.83088954E+02 4.14125585E+01
7.83284457E+02 4.20238028E+01
7.83479961E+02 4.24146201E+01
7.83675464E+02 4.27901858E+01
7.83870968E+02 4.33128157E+01
7.84066471E+02 4.37721373E+01
7.84261975E+02 4.41701257E+01
7.84457478E+02 4.46989933E+01
7.84652981E+02 4.50444225E+01
7.84848485E+02 4.55631430E+01
7.85043988E+02 4.62060602E+01
7.85239492E+02 4.65939910E+01
7.85434995E+02 4.70425339E+01
7.85630499E+02 4.76235236E+01
7.85826002E+02 4.81767579E+01
7.86021505E+02 4.85592422E+01
7.86217009E+02 4.91731634E+01
7.86412512E+02 4.96588361E+01
7.86608016E+02 5.01996016E+01
7.86803519E+02 5.08428953E+01
7.86999022E+02 5.12640225E+01
7.87194526E+02 5.16720427E+01
7.87390029E+02 5.24022900E+01
7.87585533E+02 5.29716906E+01
7.87781036E+02 5.33760246E+01
7.87976540E+02 5.40185153E+01
7.88172043E+02 5.47174561E+01
7.88367546E+02 5.50635996E+01
7.88563050E+02 5.57135531E+01
7.88758553E+02 5.62494444E+01
7.88954057E+02 5.66656863E+01
7.89149560E+02 5.74020906E+01
7.89345064E+02 5.80603135E+01
7.89540567E+02 5.84294446E+01
7.89736070E+02 5.90931468E+01
7.89931574E+02 5.97829407E+01
7.90127077E+02 6.01830541E+01
7.90322581E+02 6.08276253E+01
7.90518084E+02 6.14003257E+01
7.90713587E+02 6.19596643E+01
7.90909091E+02 6.26099034E+01
7.91104594E+02 6.32376470E+01
7.91300098E+02 6.36710295E+01
7.91495601E+02 6.44360148E+01
7.91691105E+02 6.50615094E+01
7.91886608E+02 6.54522727E+01
7.92082111E+02 6.60757141E+01
7.92277615E+02 6.68131724E+01
7.92473118E+02 6.72458177E+01
7.92668622E+02 6.78675180E+01
7.92864125E+02 6.84470598E+01
7.93059629E+02 6.89565080E+01
7.93255132E+02 6.95557330E+01
7.93450635E+02 7.02068373E+01
7.93646139E+02 7.05124103E+01
7.93841642E+02 7.12811335E+01
7.94037146E+02 7.19166184E+01
7.94232649E+02 7.22426467E+01
7.94428152E+02 7.29451849E+01
7.94623656E+02 7.35730929E+01
7.94819159E+02 7.38715101E+01
7.95014663E+02 7.44983221E+01
7.95210166E+02 7.49799973E+01
7.95405670E+02 7.54585979E+01
7.95601173E+02 7.60460387E+01
7.95796676E+02 7.64918296E+01
7.95992180E+02 7.67984375E+01
7.96187683E+02 7.74209274E+01
7.96383187E+02 7.79551153E+01
7.96578690E+02 7.82176451E+01
7.96774194E+02 7.88225856E+01
7.96969697E+02 7.93347339E+01
7.97165200E+02 7.95675813E+01
7.97360704E+02 8.01810451E+01
7.97556207E+02 8.04176598E+01
7.97751711E+02 8.08207894E+01
7.97947214E+02 8.14125297E+01
7.98142717E+02 8.15659243E+01
7.98338221E+02 8.19939022E+01
7.98533724E+02 8.24742384E+01
7.98729228E+02 8.26801064E+01
7.98924731E+02 8.30120473E+01
7.99120235E+02 8.33966426E+01
7.99315738E+02 8.36420947E+01
7.99511241E+02 8.38868285E+01
7.99706745E+02 8.42318230E+01
7.99902248E+02 8.43267455E+01
8.00097752E+02 8.46817572E+01
8.00293255E+02 8.49823511E+01
8.00488759E+02 8.49882345E+01
8.00684262E+02 8.52760224E+01
8.00879765E+02 8.55277733E+01
8.01075269E+02 8.55336191E+01
8.01270772E+02 8.57321410E+01
8.01466276E+02 8.57671266E+01
8.01661779E+02 8.59534758E+01
8.01857283E+02 8.60290649E+01
8.02052786E+02 8.60058138E+01
8.02248289E+02 8.61452262E+01
8.02443793E+02 8.62438404E+01
8.02639296E+02 8.61568337E+01
8.02834800E+02 8.62322445E+01
8.03030303E+02 8.62728231E+01
8.03225806E+02 8.62090482E+01
8.03421310E+02 8.62786184E+01
8.03616813E+02 8.62554346E+01
8.03812317E+02 8.61974478E+01
8.04007820E+02 8.61336171E+01
8.04203324E+02 8.59825564E+01
8.04398827E+02 8.59302042E+01
8.04594330E+02 8.58370549E+01
8.04789834E+02 8.56329376E+01
8.04985337E+02 8.56387763E+01
8.05180841E+02 8.53932082E+01
8.05376344E+02 8.52115016E+01
8.05571848E+02 8.51058165E+01
8.05767351E+02 8.48351342E+01
8.05962854E+02 8.46935653E+01
8.06158358E+02 8.44807670E+01
8.06353861E+02 8.41665017E+01
8.06549365E+02 8.40000000E+01
8.06744868E+02 8.38033412E+01
8.06940371E+02 8.34745470E+01
8.07135875E+02 8.32826513E+01
8.07331378E+02 8.30481788E+01
8.07526882E+02 8.26256619E+01
8.07722385E+02 8.24621125E+01
8.07917889E+02 8.20914125E+01
8.08113392E+02 8.17435013E+01
8.08308895E+02 8.16394512E+01
8.08504399E+02 8.10802072E+01
8.08699902E+02 8.08084154E+01
8.08895406E+02 8.05853585E+01
8.09090909E+02 8.00374912E+01
8.09286413E+02 7.97558775E+01
8.09481916E+02 7.94103268E+01
8.09677419E+02 7.89493509E+01
8.09872923E+02 7.86384130E+01
8.10068426E+02 7.82623792E+01
8.10263930E+02 7.77560287E+01
8.10459433E+02 7.76015464E+01
8.10654936E+02 7.69805170E+01
8.10850440E+02 7.65898166E+01
8.11045943E+02 7.62954782E+01
8.11241447E+02 7.56372924E+01
8.11436950E+02 7.53325959E+01
8.11632454E+02 7.49466477E+01
8.11827957E+02 7.44043010E+01
8.12023460E+02 7.40877858E+01
8.12218964E+02 7.36070649E+01
8.12414467E+02 7.31095069E+01
8.12609971E+02 7.27186359E+01
8.12805474E+02 7.21526160E+01
8.13000978E+02 7.17425954E+01
8.13196481E+02 7.13862732E+01
8.13391984E+02 7.07318881E+01
8.13587488E+02 7.04201676E+01
8.13782991E+02 6.99285349E+01
8.13978495E+02 6.94694177E+01
8.14173998E+02 6.90072460E+01
8.14369501E+02 6.85127725E+01
8.14565005E+02 6.80881781E+01
8.14760508E+02 6.76461381E+01
8.14956012E+02 6.70373030E+01
8.15151515E+02 6.67233093E+01
8.15347019E+02 6.62721661E+01
8.15542522E+02 6.56810475E+01
8.15738025E+02 6.54828222E+01
8.15933529E+02 6.49230314E+01
8.16129032E+02 6.43739078E+01
8.16324536E+02 6.40780774E+01
8.16520039E+02 6.35373906E+01
8.16715543E+02 6.32850693E+01
8.16911046E+02 6.28171951E+01
8.17106549E+02 6.22253967E+01
8.17302053E+02 6.20644826E+01
8.17497556E+02 6.14654374E+01
8.17693060E+02 6.09425959E+01
8.17888563E+02 6.07536007E+01
8.18084066E+02 6.02328814E+01
8.18279570E+02 5.97494770E+01
8.18475073E+02 5.94222181E+01
8.18670577E+02 5.89067059E+01
8.18866080E+02 5.85405842E+01
8.19061584E+02 5.80947502E+01
8.19257087E+02 5.77494589E+01
8.19452590E+02 5.73759532E+01
8.19648094E+02 5.69034270E+01
8.19843597E+02 5.65420198E+01
8.20039101E+02 5.61871872E+01
8.20234604E+02 5.56506963E+01
8.20430108E+02 5.54707130E+01
8.20625611E+02 5.50090902E+01
8.20821114E+02 5.46991773E+01
8.21016618E+02 5.43231074E+01
8.21212121E+02 5.37959106E+01
8.21407625E+02 5.35910440E+01
8.21603128E+02 5.30942558E+01
8.21798631E+02 5.27257053E+01
8.21994135E+02 5.25261839E+01
8.22189638E+02 5.20480547E+01
8.22385142E+02 5.16333226E+01
8.22580645E+02 5.13809303E+01
8.22776149E+02 5.08330601E+01
8.22971652E+02 5.06162029E+01
8.23167155E+02 5.02692749E+01
8.23362659E+02 4.99899990E+01
8.23558162E+02 4.96890330E+01
8.23753666E+02 4.93051721E+01
8.23949169E+02 4.90407993E+01
8.24144673E+02 4.87237109E+01
8.24340176E+02 4.82597140E+01
8.24535679E+02 4.80416486E+01
8.24731183E+02 4.76655012E+01
8.24926686E+02 4.73814310E+01
8.25122190E+02 4.70956474E+01
8.25317693E+02 4.67332858E+01
8.25513196E+02 4.64758002E+01
8.25708700E+02 4.61194102E+01
8.25904203E+02 4.58257569E+01
8.26099707E+02 4.55521679E+01
8.26295210E+02 4.51663592E+01
8.26490714E+02 4.49666543E+01
8.26686217E+02 4.46989933E+01
8.26881720E+02 4.43170396E+01
8.27077224E+02 4.41248229E+01
8.27272727E+02 4.37035468E+01
8.27468231E+02 4.33935479E+01
8.27663734E+02 4.32319326E+01
8.27859238E+02 4.28602380E+01
8.28054741E+02 4.27083130E+01
8.28250244E+02 4.22847490E+01
8.28445748E+02 4.21188794E+01
8.28641251E+02 4.19046537E+01
8.28836755E+02 4.14487636E+01
8.29032258E+02 4.12795349E+01
8.29227761E+02 4.10121933E+01
8.29423265E+02 4.06448029E+01
8.29618768E+02 4.05215992E+01
8.29814272E+02 4.01746189E+01
8.30009775E+02 3.99749922E+01
8.30205279E+02 3.96862697E+01
8.30400782E+02 3.94841740E+01
8.30596285E+02 3.92300905E+01
8.30791789E+02 3.89101529E+01
8.30987292E+02 3.87685439E+01
8.31182796E+02 3.85875628E+01
8.31378299E+02 3.82622529E+01
8.31573803E+02 3.80919939E+01
8.31769306E+02 3.77756535E+01
8.31964809E+02 3.74699880E+01
8.32160313E+02 3.73496988E+01
8.32355816E+02 3.70944740E+01
8.32551320E+02 3.68781778E+01
8.32746823E+02 3.66606056E+01
8.32942326E+02 3.65102725E+01
8.33137830E+02 3.62215406E+01
8.33333333E+02 3.59583092E+01
8.33528837E+02 3.59026461E+01
8.33724340E+02 3.55949435E+01
8.33919844E+02 3.54118624E+01
8.34115347E+02 3.52845575E+01
8.34310850E+02 3.49428104E+01
8.34506354E+02 3.47850543E+01
8.34701857E+02 3.44963766E+01
8.34897361E+02 3.43947670E+01
8.35092864E+02 3.41760150E+01
8.35288368E+02 3.39263909E+01
8.35483871E+02 3.38526218E+01
8.35679374E+02 3.35857112E+01
8.35874878E+02 3.33766385E+01
8.36070381E+02 3.32114438E+01
8.36265885E+02 3.28785644E+01
8.36461388E+02 3.28024389E+01
8.36656891E+02 3.26036808E+01
8.36852395E+02 3.24499615E+01
8.37047898E+02 3.22490310E+01
8.37243402E+02 3.20000000E+01
8.37438905E+02 3.19061123E+01
8.37634409E+02 3.17175031E+01
8.37829912E+02 3.14801525E+01
8.38025415E+02 3.13687743E+01
8.38220919E+02 3.11126984E+01
8.38416422E+02 3.10805405E+01
8.38611926E+02 3.07896086E+01
8.38807429E+02 3.05286750E+01
8.39002933E+02 3.04630924E+01
8.39198436E+02 3.02654919E+01
8.39393939E+02 3.01330383E+01
8.39589443E+02 2.99499583E+01
8.39784946E+02 2.97993289E+01
8.39980450E+02 2.96984848E+01
8.40175953E+02 2.94448637E+01
8.40371457E+02 2.93257566E+01
8.40566960E+02 2.90688837E+01
8.40762463E+02 2.89827535E+01
8.40957967E+02 2.87923601E+01
8.41153470E+02 2.87228132E+01
8.41348974E+02 2.84956137E+01
8.41544477E+02 2.83019434E+01
8.41739980E+02 2.81957444E+01
8.41935484E+02 2.80535203E+01
8.42130987E+02 2.78567766E+01
8.42326491E+02 2.77308492E+01
8.42521994E+02 2.74772633E+01
8.42717498E+02 2.73861279E+01
8.42913001E+02 2.72029410E+01
8.43108504E+02 2.69814751E+01
8.43304008E+02 2.69072481E+01
8.43499511E+02 2.67207784E+01
8.43695015E+02 2.66082694E+01
8.43890518E+02 2.64764046E+01
8.44086022E+02 2.63058929E+01
8.44281525E+02 2.61916017E+01
8.44477028E+02 2.59615100E+01
8.44672532E+02 2.59615100E+01
8.44868035E+02 2.56515107E+01
8.45063539E+02 2.56124969E+01
8.45259042E+02 2.53968502E+01
8.45454545E+02 2.52388589E+01
8.45650049E+02 2.51594913E+01
8.45845552E+02 2.49198716E+01
8.46041056E+02 2.48193473E+01
8.46236559E+02 2.46373700E+01
8.46432063E+02 2.44335834E+01
8.46627566E+02 2.43926218E+01
8.46823069E+02 2.41867732E+01
8.47018573E+02 2.40831892E+01
8.47214076E+02 2.38956063E+01
8.47409580E+02 2.37276210E+01
8.47605083E+02 2.35796522E+01
8.47800587E+02 2.34946802E+01
8.47996090E+02 2.33880311E+01
8.48191593E+02 2.30651252E+01
8.48387097E+02 2.29564806E+01
8.48582600E+02 2.28035085E+01
8.48778104E+02 2.26936114E+01
8.48973607E+02 2.26053091E+01
8.49169110E+02 2.24053565E+01
8.49364614E+02 2.23606798E+01
8.49560117E+02 2.21585198E+01
8.49755621E+02 2.21359436E+01
8.49951124E+02 2.18860686E+01
8.50146628E+02 2.17255610E+01
8.50342131E+02 2.15638587E+01
8.50537634E+02 2.14476106E+01
8.50733138E+02 2.13541565E+01
8.50928641E+02 2.12602916E+01
8.51124145E+02 2.08326667E+01
8.51319648E+02 2.07364414E+01
