Wavelength,Phase
1009.523192,-224.6913956
1009.531446,-224.6913956
1009.5397,-224.6913956
1009.547954,-224.6913956
1009.556208,-224.6913956
1009.564462,-224.6913956
1009.572716,-224.6913956
1009.58097,-224.6913956
1009.589224,-224.6913956
1009.597478,-224.6913956
1009.605732,-222.7972028
1009.613986,-222.7972028
1009.62224,-222.7972028
1009.630494,-222.7972028
1009.638748,-222.7972028
1009.647002,-222.7972028
1009.655256,-222.7972028
1009.66351,-222.7972028
1009.671764,-222.7972028
1009.680018,-222.7972028
1009.688272,-220.90301
1009.696526,-220.90301
1009.70478,-220.90301
1009.713034,-220.90301
1009.721288,-220.90301
1009.729542,-220.90301
1009.737796,-220.90301
1009.74605,-220.90301
1009.754304,-220.90301
1009.762558,-220.90301
1009.770812,-218.3774197
1009.779066,-218.3774197
1009.78732,-218.3774197
1009.795574,-218.3774197
1009.803828,-218.3774197
1009.812082,-218.3774197
1009.820336,-218.3774197
1009.82859,-218.3774197
1009.836844,-218.3774197
1009.845098,-218.3774197
1009.853352,-217.1146245
1009.861606,-217.1146245
1009.86986,-217.1146245
1009.878114,-217.1146245
1009.886368,-217.1146245
1009.894622,-217.1146245
1009.902876,-217.1146245
1009.91113,-217.1146245
1009.919384,-217.1146245
1009.927638,-217.1146245
1009.935892,-217.1146245
1009.944146,-215.2204317
1009.9524,-215.2204317
1009.960654,-215.2204317
1009.968908,-215.2204317
1009.977162,-215.2204317
1009.985416,-215.2204317
1009.99367,-215.2204317
1010.001924,-215.2204317
1010.010178,-215.2204317
1010.018432,-215.2204317
1010.026686,-212.0634438
1010.03494,-212.0634438
1010.043194,-212.0634438
1010.051448,-212.0634438
1010.059702,-212.0634438
1010.067956,-212.0634438
1010.07621,-212.0634438
1010.084464,-212.0634438
1010.092718,-212.0634438
1010.100972,-212.0634438
1010.109226,-211.4320462
1010.11748,-211.4320462
1010.125734,-211.4320462
1010.133988,-211.4320462
1010.142242,-211.4320462
1010.150496,-211.4320462
1010.15875,-211.4320462
1010.167004,-211.4320462
1010.175258,-211.4320462
1010.183512,-211.4320462
1010.191766,-209.5378535
1010.20002,-209.5378535
1010.208274,-209.5378535
1010.216528,-209.5378535
1010.224782,-209.5378535
1010.233036,-209.5378535
1010.24129,-209.5378535
1010.249544,-209.5378535
1010.257798,-209.5378535
1010.266052,-209.5378535
1010.274306,-208.2750583
1010.28256,-208.2750583
1010.290814,-208.2750583
1010.299068,-208.2750583
1010.307322,-208.2750583
1010.315576,-208.2750583
1010.32383,-208.2750583
1010.332084,-208.2750583
1010.340338,-208.2750583
1010.348592,-208.2750583
1010.356846,-208.2750583
1010.3651,-207.6436607
1010.373354,-207.6436607
1010.381608,-207.6436607
1010.389862,-207.6436607
1010.398116,-207.6436607
1010.40637,-207.6436607
1010.414624,-207.6436607
1010.422878,-207.6436607
1010.431132,-207.6436607
1010.439386,-207.6436607
1010.44764,-205.7494679
1010.455894,-205.7494679
1010.464148,-205.7494679
1010.472402,-205.7494679
1010.480656,-205.7494679
1010.48891,-205.7494679
1010.497164,-205.7494679
1010.505418,-205.7494679
1010.513672,-205.7494679
1010.521926,-205.7494679
1010.53018,-204.4866727
1010.538434,-204.4866727
1010.546688,-204.4866727
1010.554942,-204.4866727
1010.563196,-204.4866727
1010.57145,-204.4866727
1010.579704,-204.4866727
1010.587958,-204.4866727
1010.596212,-204.4866727
1010.604466,-204.4866727
1010.61272,-204.4866727
1010.620974,-204.4866727
1010.629228,-204.4866727
1010.637482,-204.4866727
1010.645736,-204.4866727
1010.65399,-204.4866727
1010.662244,-204.4866727
1010.670498,-204.4866727
1010.678752,-204.4866727
1010.687006,-204.4866727
1010.69526,-201.9610824
1010.703514,-201.9610824
1010.711768,-201.9610824
1010.720022,-201.9610824
1010.728276,-201.9610824
1010.73653,-201.9610824
1010.744784,-201.9610824
1010.753038,-201.9610824
1010.761292,-201.9610824
1010.769546,-201.9610824
1010.7778,-201.9610824
1010.786054,-200.6982872
1010.794308,-200.6982872
1010.802562,-200.6982872
1010.810816,-200.6982872
1010.81907,-200.6982872
1010.827324,-200.6982872
1010.835578,-200.6982872
1010.843832,-200.6982872
1010.852086,-200.6982872
1010.86034,-200.6982872
1010.868594,-199.435492
1010.876848,-199.435492
1010.885102,-199.435492
1010.893356,-199.435492
1010.90161,-199.435492
1010.909864,-199.435492
1010.918118,-199.435492
1010.926372,-199.435492
1010.934626,-199.435492
1010.94288,-199.435492
1010.951134,-196.9099017
1010.959388,-196.9099017
1010.967642,-196.9099017
1010.975896,-196.9099017
1010.98415,-196.9099017
1010.992404,-196.9099017
1011.000658,-196.9099017
1011.008912,-196.9099017
1011.017166,-196.9099017
1011.02542,-196.9099017
1011.033674,-195.0157089
1011.041928,-195.0157089
1011.050182,-195.0157089
1011.058436,-195.0157089
1011.06669,-195.0157089
1011.074944,-195.0157089
1011.083198,-195.0157089
1011.091452,-195.0157089
1011.099706,-195.0157089
1011.10796,-195.0157089
1011.116214,-194.3843113
1011.124468,-194.3843113
1011.132722,-194.3843113
1011.140976,-194.3843113
1011.14923,-194.3843113
1011.157484,-194.3843113
1011.165738,-194.3843113
1011.173992,-194.3843113
1011.182246,-194.3843113
1011.1905,-194.3843113
1011.198754,-194.3843113
1011.207008,-191.858721
1011.215262,-191.858721
1011.223516,-191.858721
1011.23177,-191.858721
1011.240024,-191.858721
1011.248278,-191.858721
1011.256532,-191.858721
1011.264786,-191.858721
1011.27304,-191.858721
1011.281294,-191.858721
1011.289548,-189.9645282
1011.297802,-189.9645282
1011.306056,-189.9645282
1011.31431,-189.9645282
1011.322564,-189.9645282
1011.330818,-189.9645282
1011.339072,-189.9645282
1011.347326,-189.9645282
1011.35558,-189.9645282
1011.363834,-189.9645282
1011.372088,-187.4389379
1011.380342,-187.4389379
1011.388596,-187.4389379
1011.39685,-187.4389379
1011.405104,-187.4389379
1011.413358,-187.4389379
1011.421612,-187.4389379
1011.429866,-187.4389379
1011.43812,-187.4389379
1011.446374,-187.4389379
1011.454628,-186.1761427
1011.462882,-186.1761427
1011.471136,-186.1761427
1011.47939,-186.1761427
1011.487644,-186.1761427
1011.495898,-186.1761427
1011.504152,-186.1761427
1011.512406,-186.1761427
1011.52066,-186.1761427
1011.528914,-186.1761427
1011.537168,-184.9133475
1011.545422,-184.9133475
1011.553676,-184.9133475
1011.56193,-184.9133475
1011.570184,-184.9133475
1011.578438,-184.9133475
1011.586692,-184.9133475
1011.594946,-184.9133475
1011.6032,-184.9133475
1011.611454,-184.9133475
1011.619708,-184.9133475
1011.627962,-182.3877572
1011.636216,-182.3877572
1011.64447,-182.3877572
1011.652724,-182.3877572
1011.660978,-182.3877572
1011.669232,-182.3877572
1011.677486,-182.3877572
1011.68574,-182.3877572
1011.693994,-182.3877572
1011.702248,-182.3877572
1011.710502,-179.8621668
1011.718756,-179.8621668
1011.72701,-179.8621668
1011.735264,-179.8621668
1011.743518,-179.8621668
1011.751772,-179.8621668
1011.760026,-179.8621668
1011.76828,-179.8621668
1011.776534,-179.8621668
1011.784788,-179.8621668
1011.793042,-178.5993716
1011.801296,-178.5993716
1011.80955,-178.5993716
1011.817804,-178.5993716
1011.826058,-178.5993716
1011.834312,-178.5993716
1011.842566,-178.5993716
1011.85082,-178.5993716
1011.859074,-178.5993716
1011.867328,-178.5993716
1011.875582,-177.3365765
1011.883836,-177.3365765
1011.89209,-177.3365765
1011.900344,-177.3365765
1011.908598,-177.3365765
1011.916852,-177.3365765
1011.925106,-177.3365765
1011.93336,-177.3365765
1011.941614,-177.3365765
1011.949868,-177.3365765
1011.958122,-174.8109861
1011.966376,-174.8109861
1011.97463,-174.8109861
1011.982884,-174.8109861
1011.991138,-174.8109861
1011.999392,-174.8109861
1012.007646,-174.8109861
1012.0159,-174.8109861
1012.024154,-174.8109861
1012.032408,-174.8109861
1012.040662,-174.8109861
1012.048916,-172.9167934
1012.05717,-172.9167934
1012.065424,-172.9167934
1012.073678,-172.9167934
1012.081932,-172.9167934
1012.090186,-172.9167934
1012.09844,-172.9167934
1012.106694,-172.9167934
1012.114948,-172.9167934
1012.123202,-172.9167934
1012.131456,-171.6539982
1012.13971,-171.6539982
1012.147964,-171.6539982
1012.156218,-171.6539982
1012.164472,-171.6539982
1012.172726,-171.6539982
1012.18098,-171.6539982
1012.189234,-171.6539982
1012.197488,-171.6539982
1012.205742,-171.6539982
1012.213996,-169.1284078
1012.22225,-169.1284078
1012.230504,-169.1284078
1012.238758,-169.1284078
1012.247012,-169.1284078
1012.255266,-169.1284078
1012.26352,-169.1284078
1012.271774,-169.1284078
1012.280028,-169.1284078
1012.288282,-169.1284078
1012.296536,-167.8656126
1012.30479,-167.8656126
1012.313044,-167.8656126
1012.321298,-167.8656126
1012.329552,-167.8656126
1012.337806,-167.8656126
1012.34606,-167.8656126
1012.354314,-167.8656126
1012.362568,-167.8656126
1012.370822,-167.8656126
1012.379076,-166.6028175
1012.38733,-166.6028175
1012.395584,-166.6028175
1012.403838,-166.6028175
1012.412092,-166.6028175
1012.420346,-166.6028175
1012.4286,-166.6028175
1012.436854,-166.6028175
1012.445108,-166.6028175
1012.453362,-166.6028175
1012.461616,-166.6028175
1012.46987,-164.0772271
1012.478124,-164.0772271
1012.486378,-164.0772271
1012.494632,-164.0772271
1012.502886,-164.0772271
1012.51114,-164.0772271
1012.519394,-164.0772271
1012.527648,-164.0772271
1012.535902,-164.0772271
1012.544156,-164.0772271
1012.55241,-162.1830344
1012.560664,-162.1830344
1012.568918,-162.1830344
1012.577172,-162.1830344
1012.585426,-162.1830344
1012.59368,-162.1830344
1012.601934,-162.1830344
1012.610188,-162.1830344
1012.618442,-162.1830344
1012.626696,-162.1830344
1012.63495,-160.9202392
1012.643204,-160.9202392
1012.651458,-160.9202392
1012.659712,-160.9202392
1012.667966,-160.9202392
1012.67622,-160.9202392
1012.684474,-160.9202392
1012.692728,-160.9202392
1012.700982,-160.9202392
1012.709236,-160.9202392
1012.71749,-158.3946488
1012.725744,-158.3946488
1012.733998,-158.3946488
1012.742252,-158.3946488
1012.750506,-158.3946488
1012.75876,-158.3946488
1012.767014,-158.3946488
1012.775268,-158.3946488
1012.783522,-158.3946488
1012.791776,-158.3946488
1012.80003,-157.7632512
1012.808284,-157.7632512
1012.816538,-157.7632512
1012.824792,-157.7632512
1012.833046,-157.7632512
1012.8413,-157.7632512
1012.849554,-157.7632512
1012.857808,-157.7632512
1012.866062,-157.7632512
1012.874316,-157.7632512
1012.88257,-157.7632512
1012.890824,-155.2376609
1012.899078,-155.2376609
1012.907332,-155.2376609
1012.915586,-155.2376609
1012.92384,-155.2376609
1012.932094,-155.2376609
1012.940348,-155.2376609
1012.948602,-155.2376609
1012.956856,-155.2376609
1012.96511,-155.2376609
1012.973364,-152.7120705
1012.981618,-152.7120705
1012.989872,-152.7120705
1012.998126,-152.7120705
1013.00638,-152.7120705
1013.014634,-152.7120705
1013.022888,-152.7120705
1013.031142,-152.7120705
1013.039396,-152.7120705
1013.04765,-152.7120705
1013.055904,-151.4492754
1013.064158,-151.4492754
1013.072412,-151.4492754
1013.080666,-151.4492754
1013.08892,-151.4492754
1013.097174,-151.4492754
1013.105428,-151.4492754
1013.113682,-151.4492754
1013.121936,-151.4492754
1013.13019,-151.4492754
1013.138444,-149.5550826
1013.146698,-149.5550826
1013.154952,-149.5550826
1013.163206,-149.5550826
1013.17146,-149.5550826
1013.179714,-149.5550826
1013.187968,-149.5550826
1013.196222,-149.5550826
1013.204476,-149.5550826
1013.21273,-149.5550826
1013.220984,-147.6608898
1013.229238,-147.6608898
1013.237492,-147.6608898
1013.245746,-147.6608898
1013.254,-147.6608898
1013.262254,-147.6608898
1013.270508,-147.6608898
1013.278762,-147.6608898
1013.287016,-147.6608898
1013.29527,-147.6608898
1013.303524,-147.6608898
1013.311778,-145.7666971
1013.320032,-145.7666971
1013.328286,-145.7666971
1013.33654,-145.7666971
1013.344794,-145.7666971
1013.353048,-145.7666971
1013.361302,-145.7666971
1013.369556,-145.7666971
1013.37781,-145.7666971
1013.386064,-145.7666971
1013.394318,-143.8725043
1013.402572,-143.8725043
1013.410826,-143.8725043
1013.41908,-143.8725043
1013.427334,-143.8725043
1013.435588,-143.8725043
1013.443842,-143.8725043
1013.452096,-143.8725043
1013.46035,-143.8725043
1013.468604,-143.8725043
1013.476858,-141.346914
1013.485112,-141.346914
1013.493366,-141.346914
1013.50162,-141.346914
1013.509874,-141.346914
1013.518128,-141.346914
1013.526382,-141.346914
1013.534636,-141.346914
1013.54289,-141.346914
1013.551144,-141.346914
1013.559398,-140.0841188
1013.567652,-140.0841188
1013.575906,-140.0841188
1013.58416,-140.0841188
1013.592414,-140.0841188
1013.600668,-140.0841188
1013.608922,-140.0841188
1013.617176,-140.0841188
1013.62543,-140.0841188
1013.633684,-140.0841188
1013.641938,-138.189926
1013.650192,-138.189926
1013.658446,-138.189926
1013.6667,-138.189926
1013.674954,-138.189926
1013.683208,-138.189926
1013.691462,-138.189926
1013.699716,-138.189926
1013.70797,-138.189926
1013.716224,-138.189926
1013.724478,-136.2957333
1013.732732,-136.2957333
1013.740986,-136.2957333
1013.74924,-136.2957333
1013.757494,-136.2957333
1013.765748,-136.2957333
1013.774002,-136.2957333
1013.782256,-136.2957333
1013.79051,-136.2957333
1013.798764,-136.2957333
1013.807018,-136.2957333
1013.815272,-135.0329381
1013.823526,-135.0329381
1013.83178,-135.0329381
1013.840034,-135.0329381
1013.848288,-135.0329381
1013.856542,-135.0329381
1013.864796,-135.0329381
1013.87305,-135.0329381
1013.881304,-135.0329381
1013.889558,-135.0329381
1013.897812,-132.5073477
1013.906066,-132.5073477
1013.91432,-132.5073477
