  wavelength    amplitude
1.07324449E+03 1.01543700E-01
1.07333070E+03 1.23056345E-01
1.07354070E+03 1.04153651E-01
1.07358491E+03 1.23056345E-01
1.07381479E+03 1.05179499E-01
1.07386121E+03 1.25218709E-01
1.07402700E+03 1.54053974E-01
1.07406016E+03 1.36500751E-01
1.07408005E+03 1.03636919E-01
1.07411542E+03 1.23056345E-01
1.07434531E+03 1.06699784E-01
1.07439173E+03 1.26286005E-01
1.07449120E+03 1.48734818E-01
1.07460488E+03 1.03784821E-01
1.07465698E+03 1.27344356E-01
1.07483382E+03 9.97658058E-02
1.07492224E+03 1.23056345E-01
1.07509908E+03 9.97658058E-02
1.07518749E+03 1.23056345E-01
1.07540065E+03 1.04521184E-01
1.07545275E+03 1.52301563E-01
1.07545938E+03 1.31492604E-01
1.07565169E+03 1.11316917E-01
1.07591695E+03 1.23056345E-01
1.07618221E+03 1.23056345E-01
1.07644746E+03 1.23056345E-01
1.07671272E+03 1.23056345E-01
1.07671745E+03 9.84762357E-02
1.07696376E+03 9.84762357E-02
1.07697797E+03 1.23056345E-01
1.07730954E+03 1.04153651E-01
1.07737586E+03 1.23056345E-01
1.07755270E+03 9.97658058E-02
1.07764111E+03 1.23056345E-01
1.07784006E+03 1.04153651E-01
1.07790637E+03 1.23056345E-01
1.07810531E+03 1.04153651E-01
1.07817163E+03 1.23056345E-01
1.07834847E+03 9.97658058E-02
1.07843688E+03 1.23056345E-01
1.07863583E+03 1.04153651E-01
1.07870214E+03 1.23056345E-01
1.07892098E+03 1.01543700E-01
1.07896740E+03 1.23056345E-01
1.07915213E+03 1.05978559E-01
1.07936528E+03 1.23056345E-01
1.07942496E+03 1.01543700E-01
1.07963054E+03 1.23056345E-01
1.07971674E+03 1.01543700E-01
1.07991237E+03 9.54106283E-02
1.07991790E+03 1.20112660E-01
