  wavelength    amplitude        phase
9.77108770E+02 6.87260460E-03 -9.70395370E+02
9.77166250E+02 4.39470545E-03 -9.70705370E+02
9.77223730E+02 1.30650163E-02 -9.68013210E+02
9.77281220E+02 1.65932770E-02 -9.65303040E+02
9.77338710E+02 1.40261545E-02 -9.62618390E+02
9.77396210E+02 6.64959668E-03 -9.60118560E+02
9.77453720E+02 4.72942872E-03 -9.59414560E+02
9.77511240E+02 1.18423296E-02 -9.57075380E+02
9.77568760E+02 1.42193105E-02 -9.54402690E+02
9.77626290E+02 1.06084386E-02 -9.51736190E+02
9.77683830E+02 3.27591010E-03 -9.49506590E+02
9.77741370E+02 6.55569844E-03 -9.48908210E+02
9.77798920E+02 1.27180989E-02 -9.46374650E+02
9.77856470E+02 1.46716393E-02 -9.43730790E+02
9.77914040E+02 1.17339345E-02 -9.41083220E+02
9.77971610E+02 4.65459354E-03 -9.38571840E+02
9.78029180E+02 5.14645247E-03 -9.38412270E+02
9.78086770E+02 1.33143937E-02 -9.35852310E+02
9.78144360E+02 1.72298920E-02 -9.33149150E+02
9.78201950E+02 1.51697485E-02 -9.30445950E+02
9.78259560E+02 8.09826117E-03 -9.27852820E+02
9.78317170E+02 2.89033074E-03 -9.26980830E+02
9.78374790E+02 9.56309124E-03 -9.25014970E+02
9.78432410E+02 1.28205554E-02 -9.22444230E+02
9.78490040E+02 1.12990911E-02 -9.19923090E+02
9.78547680E+02 7.18001762E-03 -9.17765390E+02
9.78605320E+02 7.92063627E-03 -9.16184960E+02
9.78662970E+02 1.31211322E-02 -9.13934920E+02
9.78720630E+02 1.58597777E-02 -9.11354700E+02
9.78778300E+02 1.37648066E-02 -9.08659630E+02
9.78835970E+02 6.99748133E-03 -9.05823600E+02
9.78893650E+02 3.27248377E-03 -9.07065170E+02
9.78951330E+02 1.17426288E-02 -9.03925870E+02
9.79009020E+02 1.68466810E-02 -9.01180460E+02
9.79066720E+02 1.70490387E-02 -8.98534910E+02
9.79124430E+02 1.36123866E-02 -8.96044820E+02
9.79182140E+02 1.01243084E-02 -8.93837730E+02
9.79239860E+02 9.65014150E-03 -8.91746260E+02
9.79297590E+02 9.60237481E-03 -8.89405960E+02
9.79355320E+02 6.85809791E-03 -8.86916930E+02
9.79413060E+02 1.51576957E-03 -8.84939280E+02
9.79470810E+02 6.19288648E-03 -8.84436550E+02
9.79528560E+02 1.25141788E-02 -8.81843910E+02
9.79586320E+02 1.60892060E-02 -8.79171980E+02
9.79644090E+02 1.57969263E-02 -8.76476880E+02
9.79701860E+02 1.17799236E-02 -8.73756330E+02
9.79759640E+02 5.30742828E-03 -8.70908450E+02
9.79817430E+02 2.79071767E-03 -8.72290680E+02
9.79875220E+02 8.51715903E-03 -8.69211630E+02
9.79933020E+02 1.15880240E-02 -8.66534070E+02
9.79990830E+02 1.12841575E-02 -8.64005280E+02
9.80048650E+02 9.53183440E-03 -8.61728270E+02
9.80106470E+02 9.64241147E-03 -8.59599740E+02
9.80164290E+02 1.03778061E-02 -8.57258580E+02
9.80222130E+02 8.51803452E-03 -8.54775690E+02
9.80279970E+02 3.78540077E-03 -8.52470080E+02
9.80337820E+02 3.80720317E-03 -8.51992600E+02
9.80395680E+02 9.91584560E-03 -8.49708080E+02
9.80453540E+02 1.45635428E-02 -8.47171070E+02
9.80511410E+02 1.63800131E-02 -8.44585370E+02
9.80569280E+02 1.44574787E-02 -8.41980050E+02
9.80627170E+02 8.91086848E-03 -8.39408300E+02
9.80685060E+02 1.89833543E-03 -8.37582190E+02
9.80742950E+02 6.63415368E-03 -8.36865220E+02
9.80800860E+02 1.16817922E-02 -8.34398480E+02
9.80858770E+02 1.37201676E-02 -8.31929220E+02
9.80916680E+02 1.36065220E-02 -8.29551810E+02
9.80974610E+02 1.29720873E-02 -8.27261250E+02
9.81032540E+02 1.23682784E-02 -8.24974840E+02
9.81090480E+02 1.08257817E-02 -8.22648730E+02
9.81148420E+02 7.48240917E-03 -8.20379430E+02
9.81206370E+02 3.99331016E-03 -8.18801770E+02
9.81264330E+02 8.41302728E-03 -8.17391600E+02
9.81322300E+02 1.57170013E-02 -8.15030640E+02
9.81380270E+02 2.11648466E-02 -8.12479690E+02
9.81438250E+02 2.24064859E-02 -8.09879960E+02
9.81496230E+02 1.86938062E-02 -8.07292310E+02
9.81554220E+02 1.12709019E-02 -8.04809360E+02
9.81612220E+02 3.86981317E-03 -8.03105850E+02
9.81670230E+02 8.40230266E-03 -8.02021650E+02
9.81728240E+02 1.51054371E-02 -7.99683670E+02
9.81786260E+02 1.90808270E-02 -7.97221270E+02
9.81844290E+02 1.95432848E-02 -7.94777230E+02
9.81902320E+02 1.75105922E-02 -7.92433050E+02
9.81960360E+02 1.54164957E-02 -7.90220020E+02
9.82018410E+02 1.43021768E-02 -7.88049500E+02
9.82076460E+02 1.30010642E-02 -7.85883810E+02
9.82134520E+02 1.16865555E-02 -7.83825960E+02
9.82192590E+02 1.23305904E-02 -7.81843370E+02
9.82250670E+02 1.48426797E-02 -7.79728210E+02
9.82308750E+02 1.73138078E-02 -7.77464630E+02
9.82366840E+02 1.82334755E-02 -7.75122210E+02
9.82424930E+02 1.67416069E-02 -7.72774610E+02
9.82483030E+02 1.33448556E-02 -7.70540580E+02
9.82541140E+02 1.09500151E-02 -7.68577090E+02
9.82599260E+02 1.25119435E-02 -7.66651060E+02
9.82657380E+02 1.53894935E-02 -7.64474000E+02
9.82715510E+02 1.69447697E-02 -7.62199750E+02
9.82773650E+02 1.74854262E-02 -7.59937950E+02
9.82831790E+02 1.79234324E-02 -7.57673660E+02
9.82889940E+02 1.77002107E-02 -7.55367540E+02
9.82948100E+02 1.58203985E-02 -7.53055210E+02
9.83006260E+02 1.25667617E-02 -7.50840710E+02
9.83064430E+02 1.00376038E-02 -7.48880490E+02
9.83122610E+02 1.13685171E-02 -7.47037270E+02
9.83180800E+02 1.55641540E-02 -7.44907060E+02
9.83238990E+02 1.94083042E-02 -7.42569240E+02
9.83297190E+02 2.11650322E-02 -7.40155340E+02
9.83355390E+02 2.03614982E-02 -7.37732490E+02
9.83413610E+02 1.73700236E-02 -7.35347430E+02
9.83471820E+02 1.31452680E-02 -7.33067890E+02
9.83530050E+02 9.43944771E-03 -7.31032890E+02
9.83588280E+02 9.00176988E-03 -7.29254590E+02
9.83646520E+02 1.19478584E-02 -7.27269750E+02
9.83704770E+02 1.54459325E-02 -7.25030240E+02
9.83763020E+02 1.78280089E-02 -7.22688460E+02
9.83821280E+02 1.86177974E-02 -7.20325070E+02
9.83879550E+02 1.80897244E-02 -7.17974980E+02
9.83937830E+02 1.65878745E-02 -7.15642530E+02
9.83996110E+02 1.39857713E-02 -7.13344320E+02
9.84054400E+02 1.06710374E-02 -7.11195530E+02
9.84112690E+02 9.53501547E-03 -7.09340160E+02
9.84170990E+02 1.25373997E-02 -7.07346300E+02
9.84229300E+02 1.59650133E-02 -7.05051420E+02
9.84287620E+02 1.74084600E-02 -7.02670250E+02
9.84345940E+02 1.71784636E-02 -7.00308910E+02
9.84404270E+02 1.62348551E-02 -6.97972780E+02
9.84462610E+02 1.45608283E-02 -6.95646020E+02
9.84520950E+02 1.20467581E-02 -6.93379830E+02
9.84579300E+02 9.86291265E-03 -6.91275490E+02
9.84637660E+02 9.69653268E-03 -6.89276780E+02
9.84696020E+02 1.10921477E-02 -6.87161560E+02
9.84754390E+02 1.26383211E-02 -6.84922790E+02
9.84812770E+02 1.37993224E-02 -6.82619240E+02
9.84871160E+02 1.42995577E-02 -6.80277240E+02
9.84929550E+02 1.38356319E-02 -6.77920060E+02
9.84987950E+02 1.22722577E-02 -6.75589450E+02
9.85046350E+02 1.00457528E-02 -6.73367350E+02
9.85104770E+02 8.58770301E-03 -6.71355120E+02
