  wavelength    amplitude        phase
1.02961897E+03 2.42240213E-05 -2.16362953E+01
1.02978868E+03 2.45272326E-05 -2.18705536E+01
1.02995845E+03 2.47745813E-05 -2.20836633E+01
1.03012827E+03 2.48341454E-05 -2.22835593E+01
1.03029815E+03 2.46745089E-05 -2.24758711E+01
1.03046808E+03 2.46132403E-05 -2.26446816E+01
1.03063807E+03 2.48465621E-05 -2.27832311E+01
1.03080811E+03 2.51203114E-05 -2.29092745E+01
1.03097821E+03 2.54870374E-05 -2.30241673E+01
1.03114837E+03 2.56706174E-05 -2.31284711E+01
1.03131858E+03 2.58866709E-05 -2.32105237E+01
1.03148885E+03 2.59219075E-05 -2.32821040E+01
1.03165918E+03 2.63238592E-05 -2.33314247E+01
1.03182956E+03 2.65613207E-05 -2.33685729E+01
1.03200000E+03 2.62841096E-05 -2.34035690E+01
1.03217049E+03 2.65112593E-05 -2.34074910E+01
1.03234105E+03 2.67824077E-05 -2.33964831E+01
1.03251165E+03 2.65299787E-05 -2.33889710E+01
1.03268232E+03 2.65631380E-05 -2.33438432E+01
1.03285304E+03 2.66382580E-05 -2.32821951E+01
1.03302381E+03 2.68087474E-05 -2.32052317E+01
1.03319465E+03 2.67622291E-05 -2.31344841E+01
1.03336554E+03 2.67936275E-05 -2.30140323E+01
1.03353648E+03 2.67184338E-05 -2.28757958E+01
1.03370749E+03 2.66972605E-05 -2.27541612E+01
1.03387855E+03 2.64569341E-05 -2.25913297E+01
1.03404966E+03 2.59891772E-05 -2.24097849E+01
1.03422083E+03 2.55578580E-05 -2.22122161E+01
1.03439206E+03 2.59261402E-05 -2.20242446E+01
1.03456335E+03 2.59350126E-05 -2.18028293E+01
1.03473469E+03 2.56454917E-05 -2.15635443E+01
1.03490609E+03 2.57730468E-05 -2.13080526E+01
1.03507755E+03 2.54023866E-05 -2.10297463E+01
1.03524906E+03 2.53120845E-05 -2.07449137E+01
1.03542063E+03 2.51668747E-05 -2.04520841E+01
1.03559226E+03 2.51897960E-05 -2.01264433E+01
1.03576394E+03 2.47003567E-05 -1.97920356E+01
1.03593568E+03 2.44702448E-05 -1.94412981E+01
1.03610748E+03 2.43198558E-05 -1.90812786E+01
1.03627934E+03 2.38828067E-05 -1.86912864E+01
1.03645125E+03 2.34606019E-05 -1.83061468E+01
1.03662322E+03 2.33661624E-05 -1.79021851E+01
1.03679524E+03 2.32025143E-05 -1.74748558E+01
1.03696733E+03 2.34913367E-05 -1.70384374E+01
1.03713947E+03 2.38000881E-05 -1.65727928E+01
1.03731166E+03 2.42096069E-05 -1.60741484E+01
1.03748392E+03 2.44974549E-05 -1.55547075E+01
1.03765623E+03 2.48868701E-05 -1.49940508E+01
1.03782860E+03 2.49293832E-05 -1.43998857E+01
1.03800102E+03 2.47080400E-05 -1.37850944E+01
1.03817351E+03 2.40396199E-05 -1.31349643E+01
1.03834605E+03 2.28425467E-05 -1.24646799E+01
1.03851865E+03 2.11075187E-05 -1.17758838E+01
1.03869130E+03 1.91621556E-05 -1.10694296E+01
1.03886401E+03 1.68014130E-05 -1.03509403E+01
1.03903679E+03 1.43530971E-05 -9.62911880E+00
1.03920961E+03 1.19015530E-05 -8.91391711E+00
1.03938250E+03 9.55309367E-06 -8.20415034E+00
1.03955544E+03 7.55076643E-06 -7.54045220E+00
1.03972844E+03 6.06734116E-06 -6.91695743E+00
1.03990150E+03 5.19513070E-06 -6.29422530E+00
1.04007462E+03 4.71414781E-06 -5.64605475E+00
1.04024779E+03 4.39344256E-06 -4.89300109E+00
1.04042102E+03 3.89996442E-06 -4.03815077E+00
1.04059431E+03 3.28254617E-06 -3.10485215E+00
1.04076766E+03 2.45891434E-06 -2.10523412E+00
1.04094106E+03 1.58218994E-06 -1.06016777E+00
1.04111452E+03 8.01201625E-07 +6.00528307E-03
1.04128804E+03 1.90391773E-07 +6.59203024E-01
1.04146162E+03 2.28515025E-07 +6.59203024E-01
1.04163526E+03 3.87629407E-07 +6.59203024E-01
1.04180895E+03 3.86657988E-07 +1.64961260E+00
1.04198270E+03 2.75364457E-07 -2.81627928E+00
1.04215651E+03 2.95573106E-07 -2.81627928E+00
1.04233038E+03 3.75387637E-07 -2.81627928E+00
1.04250430E+03 3.89588782E-07 -1.85865194E+00
1.04267829E+03 3.39230487E-07 -8.54483822E-01
1.04285233E+03 2.62225150E-07 +0.00000000E+00
1.04302643E+03 1.96442015E-07 +0.00000000E+00
1.04320058E+03 1.40524652E-07 +0.00000000E+00
1.04337480E+03 7.98835184E-08 +0.00000000E+00
1.04354908E+03 1.83282060E-08 +0.00000000E+00
1.04372341E+03 6.55839240E-08 +0.00000000E+00
1.04389780E+03 1.35384500E-07 +0.00000000E+00
1.04407225E+03 1.84143421E-07 +0.00000000E+00
1.04424675E+03 1.99056680E-07 +0.00000000E+00
1.04442132E+03 1.76819849E-07 +0.00000000E+00
1.04459594E+03 1.26664086E-07 +0.00000000E+00
1.04477063E+03 5.56117802E-08 +0.00000000E+00
1.04494537E+03 3.49069626E-08 +0.00000000E+00
1.04512017E+03 9.32817034E-08 +0.00000000E+00
1.04529502E+03 1.27555327E-07 +0.00000000E+00
1.04546994E+03 1.27574710E-07 +0.00000000E+00
1.04564492E+03 9.81230949E-08 +0.00000000E+00
1.04581995E+03 4.88212659E-08 +0.00000000E+00
1.04599504E+03 1.55657573E-08 +0.00000000E+00
1.04617019E+03 5.59505884E-08 +0.00000000E+00
1.04634540E+03 7.81786520E-08 +0.00000000E+00
1.04652067E+03 6.26553918E-08 +0.00000000E+00
1.04669600E+03 3.46428382E-08 +0.00000000E+00
1.04687138E+03 3.12028605E-08 +0.00000000E+00
1.04704683E+03 4.31540146E-08 +0.00000000E+00
1.04722233E+03 6.39198336E-08 +0.00000000E+00
1.04739789E+03 4.31974980E-08 +0.00000000E+00
1.04757351E+03 2.39375624E-08 +0.00000000E+00
1.04774919E+03 3.14595919E-08 +0.00000000E+00
1.04792493E+03 3.69717039E-08 +0.00000000E+00
1.04810073E+03 4.31448097E-08 +0.00000000E+00
1.04827658E+03 2.70874587E-08 +0.00000000E+00
1.04845250E+03 2.87495900E-08 +0.00000000E+00
1.04862847E+03 2.61610107E-08 +0.00000000E+00
1.04880451E+03 2.91714936E-08 +0.00000000E+00
1.04898060E+03 2.59800595E-08 +0.00000000E+00
1.04915675E+03 1.49455189E-08 +0.00000000E+00
1.04933296E+03 5.81737807E-09 +0.00000000E+00
1.04950923E+03 1.71941670E-08 +0.00000000E+00
1.04968556E+03 1.35967844E-08 +0.00000000E+00
1.04986195E+03 1.75803667E-08 +0.00000000E+00
1.05003840E+03 4.33480458E-09 +0.00000000E+00
1.05021491E+03 8.77738531E-09 +0.00000000E+00
1.05039148E+03 7.75392780E-09 +0.00000000E+00
1.05056810E+03 2.55446662E-08 +0.00000000E+00
1.05074479E+03 3.93694622E-08 +0.00000000E+00
1.05092153E+03 1.56304786E-08 +0.00000000E+00
1.05109834E+03 1.14743353E-08 +0.00000000E+00
1.05127520E+03 1.94260834E-08 +0.00000000E+00
1.05145212E+03 1.96118617E-08 +0.00000000E+00
1.05162911E+03 1.97842856E-08 +0.00000000E+00
1.05180615E+03 1.88301636E-08 +0.00000000E+00
1.05198325E+03 2.05222774E-08 +0.00000000E+00
1.05216042E+03 2.04449263E-08 +0.00000000E+00
1.05233764E+03 1.68390470E-08 +0.00000000E+00
1.05251492E+03 1.44363306E-08 +0.00000000E+00
1.05269226E+03 1.56752550E-08 +0.00000000E+00
1.05286966E+03 1.73078957E-08 +0.00000000E+00
1.05304712E+03 2.05062182E-08 +0.00000000E+00
1.05322464E+03 2.50369536E-08 +0.00000000E+00
1.05340222E+03 2.90360152E-08 +0.00000000E+00
1.05357986E+03 3.26184554E-08 +0.00000000E+00
1.05375756E+03 3.60131705E-08 +0.00000000E+00
1.05393532E+03 3.74322792E-08 +0.00000000E+00
1.05411314E+03 3.66892058E-08 +0.00000000E+00
1.05429102E+03 3.67738996E-08 +0.00000000E+00
